
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
1025.01,um^3,Cell,1,TVC,1,
1695.81,um^3,Cell,1,TVC,2,
2579.2,um^3,Cell,1,TVC,3,
4718.93,um^3,Cell,1,ATM,4,
4568.03,um^3,Cell,1,ATM,5,
