
Cell BoundingBoxOO Length
 ==================== 
Cell BoundingBoxOO Length A,Cell BoundingBoxOO Length B,Cell BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
14.8378,20.764,54.2917,um,Cell,Cell BoundingBoxOO Length,1,ATM,4,
13.8894,18.8927,48.758,um,Cell,Cell BoundingBoxOO Length,1,ATM,5,
10.6208,16.0102,16.3345,um,Cell,Cell BoundingBoxOO Length,1,TVC,0,
10.4729,14.9983,23.4742,um,Cell,Cell BoundingBoxOO Length,1,TVC,1,
13.9388,15.6622,20.6967,um,Cell,Cell BoundingBoxOO Length,1,TVC,2,
12.2068,15.0511,20.177,um,Cell,Cell BoundingBoxOO Length,1,TVC,3,
