
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.44329,,Nucleus,1,TVC,0,100000000,
0.279702,,Nucleus,1,TVC,1,100000001,
0.348843,,Nucleus,1,TVC,2,100000002,
0.314502,,Nucleus,1,TVC,3,100000003,
0.445114,,Nucleus,1,ATM,4,100000004,
0.344693,,Nucleus,1,ATM,5,100000005,
