
Nucleus Ellipsoid Axis Length C
 ==================== 
Nucleus Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,CellID,ID,
3.45851,um,Nucleus,1,TVC,0,100000000,
3.90975,um,Nucleus,1,TVC,1,100000001,
4.46163,um,Nucleus,1,TVC,2,100000002,
4.24455,um,Nucleus,1,TVC,3,100000003,
6.58659,um,Nucleus,1,ATM,4,100000004,
7.79228,um,Nucleus,1,ATM,5,100000005,
