
Cell Center of Image Mass Ch=2 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
37416.7,42234.4,43.6636,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,2,
37418.4,42255.2,52.0061,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,3,
37353.1,42207.9,69.8072,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,4,
37341.7,42204.4,75.3406,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,5,
