
Nucleus Volume
 ==================== 
Nucleus Volume,Unit,Category,Time,Default Labels,CellID,ID,
106.37,um^3,Nucleus,1,TVC,0,100000000,
184.466,um^3,Nucleus,1,TVC,1,100000001,
209.531,um^3,Nucleus,1,TVC,2,100000002,
104.663,um^3,Nucleus,1,TVC,3,100000003,
546.911,um^3,Nucleus,1,ATM,4,100000004,
590.074,um^3,Nucleus,1,ATM,5,100000005,
