
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
3.3701,um,Nucleus,1,TVC,0,100000000,
2.95604,um,Nucleus,1,TVC,1,100000001,
5.10777,um,Nucleus,1,ATM,3,100000003,
4.34486,um,Nucleus,1,ATM,4,100000004,
5.95644,um,Nucleus,1,ATM,5,100000005,
