
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
6.48295,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,3,100000003,
4.25393,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,4,100000004,
1.37256,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,5,100000005,
1.98269,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,0,100000000,
1.23204,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,1,100000001,
