
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
1947.32,um^3,Cell,1,TVC,0,
1074.87,um^3,Cell,1,TVC,1,
6976.52,um^3,Cell,1,ATM,3,
4905.65,um^3,Cell,1,ATM,4,
4717.89,um^3,Cell,1,ATM,5,
