
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
39757.1,42056.3,92.6359,um,Cell,Cell Center of Homogeneous Mass,1,ATM,1,
39765.5,42070.1,91.9688,um,Cell,Cell Center of Homogeneous Mass,1,ATM,2,
39725.5,42000.6,92.2362,um,Cell,Cell Center of Homogeneous Mass,1,ATM,3,
39747.2,42042,97.4385,um,Cell,Cell Center of Homogeneous Mass,1,ATM,4,
39734.7,42019.6,100.054,um,Cell,Cell Center of Homogeneous Mass,1,ATM,5,
39790.9,42115.6,67.5552,um,Cell,Cell Center of Homogeneous Mass,1,TVC,0,
