
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
3.00852,um,Nucleus,1,TVC,0,100000000,
1.97686,um,Nucleus,1,TVC,1,100000001,
3.01896,um,Nucleus,1,TVC,2,100000002,
1.87644,um,Nucleus,1,TVC,3,100000003,
3.99619,um,Nucleus,1,ATM,6,100000006,
4.10571,um,Nucleus,1,ATM,8,100000008,
