
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
3.90454,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,6,100000006,
3.30741,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,8,100000008,
1.55989,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,0,100000000,
2.06558,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,1,100000001,
2.49415,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,2,100000002,
2.8215,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,3,100000003,
