
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
5.71197,um,Nucleus,1,ATM,6,100000006,
3.93997,um,Nucleus,1,TVC,7,100000007,
3.34552,um,Nucleus,1,TVC,8,100000008,
3.3039,um,Nucleus,1,TVC,9,100000009,
5.35107,um,Nucleus,1,ATM,10,100000010,
3.69006,um,Nucleus,1,TVC,11,100000011,
