
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
2603.46,um^3,Cell,1,TVC,1,
10233.4,um^3,Cell,1,ATM,2,
3348.75,um^3,Cell,1,TVC,3,
1226.38,um^3,Cell,1,TVC,5,
1923.62,um^3,Cell,1,TVC,7,
9169.76,um^3,Cell,1,ATM,10,
