
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
2443.28,um^3,Cell,1,TVC,1,
9689.62,um^3,Cell,1,ATM,2,
3141.06,um^3,Cell,1,TVC,3,
1159.55,um^3,Cell,1,TVC,5,
1834.57,um^3,Cell,1,TVC,7,
8547.37,um^3,Cell,1,ATM,10,
