
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
51.3763,um,Surface,1,ATMgroup,0,
17.1446,um,Surface,1,TVCgroup,2,
