
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
5.5885,um,Cell,1,ATM,0,
6.60918,um,Cell,1,ATM,1,
6.4296,um,Cell,1,TVC,3,
5.44864,um,Cell,1,TVC,4,
5.07052,um,Cell,1,TVC,5,
4.76329,um,Cell,1,TVC,7,
