
Cell Center of Image Mass Ch=2 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
38410.5,62905.8,142.524,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,2,
38395.6,62895.9,146.566,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,3,
38383.1,62888.3,147.989,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,4,
38367.1,62876.1,152.822,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,5,
38328.7,62855.6,119.872,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,0,
38338,62847.3,123.752,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,1,
