
Nucleus Ellipsoid Axis A
 ==================== 
Nucleus Ellipsoid Axis A X,Nucleus Ellipsoid Axis A Y,Nucleus Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
0.495867,-0.867585,-0.0375845,um,Nucleus,Nucleus Ellipsoid Axis A,1,ATM,2,100000002,
0.638024,-0.688987,0.343833,um,Nucleus,Nucleus Ellipsoid Axis A,1,ATM,3,100000003,
-0.969071,-0.0888,-0.230254,um,Nucleus,Nucleus Ellipsoid Axis A,1,TVC,5,100000005,
-0.928271,-0.0833291,-0.362449,um,Nucleus,Nucleus Ellipsoid Axis A,1,TVC,6,100000006,
-0.84367,0.324666,-0.427566,um,Nucleus,Nucleus Ellipsoid Axis A,1,TVC,7,100000007,
-0.680537,0.108094,-0.724697,um,Nucleus,Nucleus Ellipsoid Axis A,1,TVC,11,100000011,
