
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
12.127,um,Surface,1,ATMgroup,0,
12.7731,um,Surface,1,TVCgroup,2,
