
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
34901.2,68847.1,12.2833,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,2,
34945.5,68886,40.6599,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
