
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
34902.1,68847.4,14.0406,um,Surface,Center of Homogeneous Mass,1,ATMgroup,2,
34946.2,68884.9,40.1434,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
