
Nucleus Distance from Center of Mass to Cell Membrane
 ==================== 
Nucleus Distance from Center of Mass to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
3.88939,um,Nucleus,1,ATM,0,100000000,
3.79403,um,Nucleus,1,ATM,1,100000001,
3.24204,um,Nucleus,1,TVC,2,100000002,
3.52635,um,Nucleus,1,TVC,3,100000003,
3.05298,um,Nucleus,1,TVC,4,100000004,
4.27254,um,Nucleus,1,TVC,5,100000005,
4.14633,um,Nucleus,1,TVC,6,100000006,
5.32013,um,Nucleus,1,TVC,7,100000007,
