
Cell Distance to Image Border XY Img=1
 ==================== 
Cell Distance to Image Border XY,Unit,Category,Image,Time,Default Labels,ID,
30.7109,um,Cell,Image 1,1,TVC,0,
20.4766,um,Cell,Image 1,1,TVC,2,
15.0703,um,Cell,Image 1,1,TVC,3,
17.9141,um,Cell,Image 1,1,TVC,4,
15.3594,um,Cell,Image 1,1,ATM,7,
33.5547,um,Cell,Image 1,1,ATM,8,
