
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
46626.3,92640.6,36.2316,um,Cell,Cell Center of Homogeneous Mass,1,ATM,7,
46642.8,92671.8,38.4846,um,Cell,Cell Center of Homogeneous Mass,1,ATM,8,
46631.6,92709.4,-6.3814,um,Cell,Cell Center of Homogeneous Mass,1,TVC,0,
46642.4,92716.5,-4.38219,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
46633,92723.1,-5.30383,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
46622.2,92718.9,-5.56565,um,Cell,Cell Center of Homogeneous Mass,1,TVC,4,
