
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
6.25034,10.2876,11.5479,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,2,100000002,
6.41657,10.3343,12.7089,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,3,100000003,
4.79125,7.61759,8.54471,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,0,100000000,
4.68991,7.82681,9.3272,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,1,100000001,
3.94777,5.26249,6.64188,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,4,100000004,
3.3324,6.8156,7.56071,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,5,100000005,
