
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
35913.8,70225.8,57.3338,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
35976.4,70248.7,39.953,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
