
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
6369.49,um^2,Cell,1,ATM,1,
5454.71,um^2,Cell,1,ATM,2,
4006.28,um^2,Cell,1,TVC,3,
2105.12,um^2,Cell,1,TVC,4,
1873.91,um^2,Cell,1,TVC,5,
1328.96,um^2,Cell,1,TVC,6,
