
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.441072,,Cell,1,ATM,1,
0.248859,,Cell,1,ATM,2,
0.439221,,Cell,1,TVC,3,
0.503416,,Cell,1,TVC,4,
0.425645,,Cell,1,TVC,5,
0.423704,,Cell,1,TVC,6,
