
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.0468107,0.0366411,-0.998232,um,Surface,Ellipsoid Axis B,1,ATMgroup,0,
-0.84353,-0.495421,0.207401,um,Surface,Ellipsoid Axis B,1,TVCgroup,1,
