
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
40123.8,87014.3,75.409,um,Surface,2,Center of Image Mass,Image 1,1,ATM,0,
40152,86952.7,56.7119,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,1,
