
Cell Ellipsoid Axis C
 ==================== 
Cell Ellipsoid Axis C X,Cell Ellipsoid Axis C Y,Cell Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.784881,-0.606788,-0.125581,um,Cell,Cell Ellipsoid Axis C,1,ATM,8,
0.707068,0.702857,0.0777654,um,Cell,Cell Ellipsoid Axis C,1,ATM,9,
0.165542,0.105374,0.980557,um,Cell,Cell Ellipsoid Axis C,1,TVC,0,
-0.886689,0.452919,0.0929953,um,Cell,Cell Ellipsoid Axis C,1,TVC,1,
0.228005,-0.967437,0.109906,um,Cell,Cell Ellipsoid Axis C,1,TVC,2,
0.326932,0.167893,0.930015,um,Cell,Cell Ellipsoid Axis C,1,TVC,3,
