
Cell Ellipsoid Axis B
 ==================== 
Cell Ellipsoid Axis B X,Cell Ellipsoid Axis B Y,Cell Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.317606,-0.115746,0.941132,um,Cell,Cell Ellipsoid Axis B,1,ATM,0,
-0.3357,-0.677302,-0.654651,um,Cell,Cell Ellipsoid Axis B,1,TVC,1,
0.70273,-0.16141,0.692905,um,Cell,Cell Ellipsoid Axis B,1,TVC,2,
0.135859,-0.811487,-0.568359,um,Cell,Cell Ellipsoid Axis B,1,TVC,3,
0.440071,0.895561,-0.0656333,um,Cell,Cell Ellipsoid Axis B,1,TVC,4,
