
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
5.83898,um,Cell,1,TVC,1,
8.34399,um,Cell,1,ATM,2,
4.94192,um,Cell,1,TVC,3,
9.26684,um,Cell,1,ATM,4,
7.82772,um,Cell,1,TVC,5,
7.15796,um,Cell,1,TVC,6,
