
Nucleus Area
 ==================== 
Nucleus Area,Unit,Category,Time,Default Labels,CellID,ID,
123.334,um^2,Nucleus,1,TVC,5,100000005,
104.375,um^2,Nucleus,1,TVC,6,100000006,
297.368,um^2,Nucleus,1,ATM,7,100000007,
166.913,um^2,Nucleus,1,TVC,8,100000008,
179.248,um^2,Nucleus,1,TVC,9,100000009,
345.32,um^2,Nucleus,1,ATM,10,100000010,
