
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.503897,0.850716,-0.149563,um,Surface,Ellipsoid Axis B,1,ATMgroup,4,
0.993204,0.11273,-0.0289261,um,Surface,Ellipsoid Axis B,1,TVCgroup,0,
