
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
10.2363,um,Cell,1,ATM,3,
11.4294,um,Cell,1,ATM,4,
7.59989,um,Cell,1,TVC,9,
7.65653,um,Cell,1,TVC,10,
7.97913,um,Cell,1,TVC,11,
8.71291,um,Cell,1,TVC,12,
