
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.441453,,Cell,1,ATM,1,
0.430912,,Cell,1,ATM,2,
0.506152,,Cell,1,TVC,5,
0.486841,,Cell,1,TVC,6,
0.493575,,Cell,1,TVC,7,
0.434027,,Cell,1,TVC,8,
