
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
6.3515,um,Cell,Image 1,1,ATM,1,
7.19837,um,Cell,Image 1,1,ATM,2,
10.5858,um,Cell,Image 1,1,TVC,5,
5.08121,um,Cell,Image 1,1,TVC,6,
6.77493,um,Cell,Image 1,1,TVC,7,
4.65778,um,Cell,Image 1,1,TVC,8,
