
Cell BoundingBoxOO Length
 ==================== 
Cell BoundingBoxOO Length A,Cell BoundingBoxOO Length B,Cell BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
10.5186,22.7659,32.6035,um,Cell,Cell BoundingBoxOO Length,1,ATM,0,
12.7321,12.876,14.9344,um,Cell,Cell BoundingBoxOO Length,1,TVC,1,
10.1858,12.0294,15.9088,um,Cell,Cell BoundingBoxOO Length,1,TVC,2,
11.1906,14.9704,16.389,um,Cell,Cell BoundingBoxOO Length,1,TVC,3,
11.1701,14.8195,18.0463,um,Cell,Cell BoundingBoxOO Length,1,TVC,4,
13.7976,12.2281,14.9883,um,Cell,Cell BoundingBoxOO Length,1,TVC,5,
16.4883,18.1675,23.5612,um,Cell,Cell BoundingBoxOO Length,1,TVC,6,
