
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
39.8906,59.8438,17.7842,um,Surface,BoundingBoxAA Length,1,ATMgroup,4,
31.9102,31.6172,21.5951,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
