
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.368905,,Nucleus,1,TVC,1,100000000,
0.332195,,Nucleus,1,TVC,3,100000002,
0.388542,,Nucleus,1,TVC,5,100000004,
0.305814,,Nucleus,1,TVC,6,100000005,
0.632373,,Nucleus,1,ATM,0,100000006,
