
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
1457.16,um^2,Cell,1,TVC,0,
1484.04,um^2,Cell,1,TVC,1,
1208.12,um^2,Cell,1,TVC,2,
1214.14,um^2,Cell,1,TVC,3,
3623.59,um^2,Cell,1,ATM,4,
3833.47,um^2,Cell,1,ATM,5,
