
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.624163,-0.340216,0.703331,um,Surface,Ellipsoid Axis A,1,ATMgroup,0,
0.269311,0.270961,0.924149,um,Surface,Ellipsoid Axis A,1,TVCgroup,2,
