
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
69.3867,44.0508,27.5541,um,Surface,BoundingBoxAA Length,1,ATMgroup,0,
30.7109,33.8125,23.315,um,Surface,BoundingBoxAA Length,1,TVCgroup,2,
