
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
13.2051,17.6035,27.4922,um,Surface,BoundingBoxOO Length,1,ATMgroup,5,
15.7168,25.7402,32.6953,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
