
Cell Ellipsoid Axis C
 ==================== 
Cell Ellipsoid Axis C X,Cell Ellipsoid Axis C Y,Cell Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.56263,-0.817535,0.122816,um,Cell,Cell Ellipsoid Axis C,1,ATM,3,
-0.81957,-0.522205,0.235812,um,Cell,Cell Ellipsoid Axis C,1,ATM,6,
0.390957,0.914284,0.106001,um,Cell,Cell Ellipsoid Axis C,1,TVC,8,
0.553661,0.825516,0.109471,um,Cell,Cell Ellipsoid Axis C,1,TVC,9,
