
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
42235.2,69277.7,124.985,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
42200.4,69330.6,147.568,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
