
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.205122,,Cell,1,ATM,0,
0.264776,,Cell,1,ATM,1,
0.519821,,Cell,1,TVC,2,
0.251814,,Cell,1,TVC,3,
0.558423,,Cell,1,TVC,4,
0.391125,,Cell,1,TVC,5,
