
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
7749.89,um^3,Cell,1,ATM,0,
5636.42,um^3,Cell,1,ATM,1,
518.538,um^3,Cell,1,TVC,2,
1275.59,um^3,Cell,1,TVC,3,
1199.53,um^3,Cell,1,TVC,4,
1381.79,um^3,Cell,1,TVC,5,
