
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.079297,,Cell,1,ATM,0,
0.0912207,,Cell,1,ATM,1,
0.100276,,Cell,1,TVC,2,
0.124091,,Cell,1,TVC,3,
0.109534,,Cell,1,TVC,4,
0.0422317,,Cell,1,TVC,5,
