
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
1321.54,um^2,Cell,1,TVC,4,
1207.43,um^2,Cell,1,TVC,5,
2826.59,um^2,Cell,1,TVC,7,
2158.24,um^2,Cell,1,TVC,9,
3713.8,um^2,Cell,1,ATM,10,
3807.39,um^2,Cell,1,ATM,11,
