
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
12.7266,16.2539,62.3398,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
14.1016,33.9761,36.3516,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
