
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
55.7383,74.7891,20.7714,um,Surface,BoundingBoxAA Length,1,ATMgroup,4,
41.2344,28.7227,29.2496,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
