
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
37461.3,39778.7,-94.4101,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
37535.9,39784.6,-64.2141,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
