
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
100.194,35.3263,24.2718,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
52.0717,52.9935,23.4985,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
