
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.42332,-0.905924,-0.010093,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
-0.867805,-0.45935,0.189505,um,Surface,Ellipsoid Axis C,1,TVCgroup,2,
