
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
46.0585,um,Surface,1,ATMgroup,0,
15.5291,um,Surface,1,TVCgroup,2,
