
Cell Position
 ==================== 
Cell Position X,Cell Position Y,Cell Position Z,Unit,Category,Collection,Time,Default Labels,ID,
32236.9,38792.4,-32.4691,um,Cell,Cell Position,1,ATM,0,
32216.7,38787.8,-23.8423,um,Cell,Cell Position,1,ATM,1,
32250.2,38836.5,-22.7754,um,Cell,Cell Position,1,ATM,2,
32252.8,38817.4,-23.3303,um,Cell,Cell Position,1,ATM,3,
32240.8,38802,-24.3126,um,Cell,Cell Position,1,ATM,4,
32257.8,38830.2,-14.5643,um,Cell,Cell Position,1,ATM,5,
