
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
4.12102,um,Nucleus,1,ATM,0,100000000,
2.94784,um,Nucleus,1,ATM,1,100000001,
2.62561,um,Nucleus,1,ATM,2,100000002,
3.11679,um,Nucleus,1,ATM,3,100000003,
2.82722,um,Nucleus,1,ATM,4,100000004,
2.82577,um,Nucleus,1,ATM,5,100000005,
