
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
2528.82,um^3,Cell,1,ATM,0,
3967.96,um^3,Cell,1,ATM,1,
1805.69,um^3,Cell,1,ATM,2,
2043.26,um^3,Cell,1,ATM,3,
2113.99,um^3,Cell,1,ATM,4,
1635.74,um^3,Cell,1,ATM,5,
