
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
1504.58,um^2,Cell,1,TVC,1,
730.685,um^2,Cell,1,TVC,2,
1614.67,um^2,Cell,1,TVC,3,
4901.98,um^2,Cell,1,ATM,4,
6685.08,um^2,Cell,1,ATM,5,
1119.86,um^2,Cell,1,TVC,6,
