
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.769403,,Cell,1,ATM,1,
0.656042,,Cell,1,ATM,2,
0.292446,,Cell,1,TVC,3,
0.324853,,Cell,1,TVC,4,
0.252385,,Cell,1,TVC,5,
0.387974,,Cell,1,TVC,6,
