
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.745208,0.620556,-0.244081,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
0.101211,-0.0732231,0.992167,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
